timestamp,open,high, low,close,volume
2018-01-24,40.0,40.0,40.0,40.0,120.0
2018-01-23,41.82,41.82,41.82,41.82,0.0
2018-01-22,41.82,41.82,41.82,41.82,0.0
2018-01-19,41.82,41.82,41.82,41.82,0.0
2017-12-13,41.3,41.3,41.3,41.3,12.0
2017-12-12,41.54,41.54,41.54,41.54,0.0
2017-12-11,41.54,41.54,41.54,41.54,0.0
2017-12-08,41.54,41.54,41.54,41.54,0.0
2017-12-07,41.54,41.54,41.54,41.54,0.0
2017-10-30,41.68,41.68,41.68,41.68,150.0
2017-10-27,43.0,43.0,43.0,43.0,0.0
2017-09-25,43.0,43.0,43.0,43.0,250.0
2017-09-22,42.75,42.75,42.75,42.75,0.0
2017-09-21,42.75,42.75,42.75,42.75,0.0
2017-09-20,42.75,42.75,42.75,42.75,0.0
2017-09-19,42.75,42.75,42.75,42.75,0.0
2017-09-18,42.75,42.75,42.75,42.75,0.0
2017-09-15,42.75,42.75,42.75,42.75,0.0
2017-09-14,42.75,42.75,42.75,42.75,0.0
2017-09-13,42.75,42.75,42.75,42.75,0.0
2017-09-12,42.75,42.75,42.75,42.75,0.0
2017-08-25,42.75,42.75,42.75,42.75,0.0
2017-08-24,42.75,42.75,42.75,42.75,0.0
2017-08-23,42.75,42.75,42.75,42.75,0.0
2017-07-20,43.91,43.91,43.91,43.91,200.0
2017-07-19,44.92,44.92,44.92,44.92,0.0
2017-07-18,44.92,44.92,44.92,44.92,0.0
2017-07-17,44.92,44.92,44.92,44.92,0.0
2017-07-14,44.92,44.92,44.92,44.92,0.0
2017-07-13,44.92,44.92,44.92,44.92,0.0
2017-07-12,44.92,44.92,44.92,44.92,0.0
2017-06-28,44.92,44.92,44.92,44.92,43.0
2017-06-27,49.27,49.27,49.27,49.27,0.0
2017-06-26,49.27,49.27,49.27,49.27,0.0
2017-06-23,49.27,49.27,49.27,49.27,0.0
2017-06-22,49.27,49.27,49.27,49.27,0.0
2017-06-21,49.27,49.27,49.27,49.27,0.0
2017-06-20,49.27,49.27,49.27,49.27,0.0
2017-06-19,49.27,49.27,49.27,49.27,0.0
2017-06-16,49.27,49.27,49.27,49.27,0.0
2017-06-02,49.27,49.27,49.27,49.27,0.0
2017-06-01,49.27,49.27,49.27,49.27,0.0
2017-05-31,49.27,49.27,49.27,49.27,0.0
2017-05-30,49.27,49.27,49.27,49.27,0.0
2017-05-26,49.27,49.27,49.27,49.27,0.0
2017-05-25,49.27,49.27,49.27,49.27,0.0
2017-05-24,49.27,49.27,49.27,49.27,0.0
2017-05-23,49.27,49.27,49.27,49.27,0.0
2017-05-22,49.27,49.27,49.27,49.27,0.0
2017-05-19,49.27,49.27,49.27,49.27,0.0
2017-05-18,49.27,49.27,49.27,49.27,0.0
2017-05-04,49.27,49.27,49.27,49.27,0.0
2017-05-03,49.27,49.27,49.27,49.27,0.0
2017-05-02,49.27,49.27,49.27,49.27,0.0
2017-05-01,49.27,49.27,49.27,49.27,0.0
2017-04-28,49.27,49.27,49.27,49.27,0.0
2017-04-27,49.27,49.27,49.27,49.27,0.0
2017-04-26,49.27,49.27,49.27,49.27,0.0
2017-04-25,49.27,49.27,49.27,49.27,0.0
2017-04-24,49.27,49.27,49.27,49.27,0.0
2017-04-21,49.27,49.27,49.27,49.27,0.0
