7.508862614631652832e-01,7.508862614631652832e-01,7.508862614631652832e-01,7.508862614631652832e-01,4.297994449734687805e-02
7.857621312141418457e-01,7.857621312141418457e-01,7.857621312141418457e-01,7.857621312141418457e-01,0.000000000000000000e+00
7.857621312141418457e-01,7.857621312141418457e-01,7.857621312141418457e-01,7.857621312141418457e-01,0.000000000000000000e+00
7.857621312141418457e-01,7.857621312141418457e-01,7.857621312141418457e-01,7.857621312141418457e-01,0.000000000000000000e+00
7.757976055145263672e-01,7.757976055145263672e-01,7.757976055145263672e-01,7.757976055145263672e-01,4.297994542866945267e-03
7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,0.000000000000000000e+00
7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,0.000000000000000000e+00
7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,0.000000000000000000e+00
7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,7.803966403007507324e-01,0.000000000000000000e+00
7.830793857574462891e-01,7.830793857574462891e-01,7.830793857574462891e-01,7.830793857574462891e-01,5.372492969036102295e-02
8.083740472793579102e-01,8.083740472793579102e-01,8.083740472793579102e-01,8.083740472793579102e-01,0.000000000000000000e+00
8.083740472793579102e-01,8.083740472793579102e-01,8.083740472793579102e-01,8.083740472793579102e-01,8.954154700040817261e-02
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,8.035833835601806641e-01,0.000000000000000000e+00
8.258119821548461914e-01,8.258119821548461914e-01,8.258119821548461914e-01,8.258119821548461914e-01,7.163324207067489624e-02
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,0.000000000000000000e+00
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,0.000000000000000000e+00
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,0.000000000000000000e+00
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,0.000000000000000000e+00
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,0.000000000000000000e+00
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,0.000000000000000000e+00
8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,8.451661467552185059e-01,1.540114637464284897e-02
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,9.285234808921813965e-01,0.000000000000000000e+00
