2.762757241725922186e-01,2.774325013160705011e-01,2.721846103668212891e-01,2.737670242786407471e-01,9.423837065696718043e-03
2.758405804634094238e-01,2.793114185333251953e-01,2.764359116554260254e-01,2.752329707145690918e-01,1.447375304996966795e-02
2.727365195751190186e-01,2.875498533248900812e-01,2.738734483718872070e-01,2.842608094215392511e-01,2.025574445724487652e-02
2.707058191299438477e-01,2.729692757129668634e-01,2.714275121688842773e-01,2.719382345676422119e-01,6.848759483546018600e-03
2.731426656246185303e-01,2.739925682544707697e-01,2.716313600540160578e-01,2.726784646511077881e-01,8.010890334844589233e-03
2.715471088886260986e-01,2.751055061817169189e-01,2.717769145965576727e-01,2.762199044227600098e-01,9.305771440267561131e-03
2.645992338657379150e-01,2.693675160408020020e-01,2.636674642562866766e-01,2.698481678962707520e-01,1.274908706545829773e-02
2.659046649932860773e-01,2.672139704227447510e-01,2.639877796173096258e-01,2.668872773647307794e-01,1.408222317695617502e-02
2.683415114879607599e-01,2.680522501468658447e-01,2.618620991706848700e-01,2.615750730037689209e-01,2.305947802960872650e-02
2.792782485485076904e-01,2.792969644069672186e-01,2.750304937362670343e-01,2.770762741565704346e-01,1.681161485612392426e-02
2.914188802242279053e-01,2.960628867149353027e-01,2.824779748916625421e-01,2.834770083427429199e-01,2.393990755081177105e-02
2.950741350650787909e-01,3.008902966976165771e-01,2.891169786453247625e-01,2.901680767536163885e-01,3.221023082733154297e-02
2.839633226394652765e-01,2.846880853176116943e-01,2.833078503608704168e-01,2.839850187301635742e-01,1.305863820016384125e-02
2.835282087326049805e-01,2.853818535804747980e-01,2.849530577659606378e-01,2.852912843227385919e-01,6.414477247744798660e-03
2.821066975593566339e-01,2.840665876865386963e-01,2.830603122711181641e-01,2.824755609035491943e-01,4.217600915580987930e-03
2.841519117355346680e-01,2.833583652973174494e-01,2.824634313583374579e-01,2.814305424690246582e-01,2.207767218351363702e-03
2.823823094367980402e-01,2.832282781600951593e-01,2.831040024757385254e-01,2.838253676891326349e-01,2.794034313410520120e-03
2.835282087326049805e-01,2.828814089298248291e-01,2.832787036895752508e-01,2.840721011161804199e-01,4.616555292159318924e-03
2.765513062477111261e-01,2.804532349109649658e-01,2.779209613800048273e-01,2.817208170890807550e-01,6.742017809301615629e-03
2.796553671360015869e-01,2.793981432914733332e-01,2.761010527610778253e-01,2.750007212162017822e-01,6.011296529322863492e-03
2.770589888095856268e-01,2.785020470619201660e-01,2.780519723892211914e-01,2.794565856456756037e-01,4.739552270621061325e-03
2.771314978599548340e-01,2.773602008819580078e-01,2.774259448051453192e-01,2.761038243770599365e-01,2.314996439963579612e-03
2.779147624969481867e-01,2.788344621658325195e-01,2.777608036994934637e-01,2.777729332447052002e-01,3.810085821896792325e-03
2.771895229816436768e-01,2.784875631332396906e-01,2.784887552261352539e-01,2.788034677505493164e-01,3.853758331388235092e-03
2.748107016086578369e-01,2.757823467254638672e-01,2.758680582046508789e-01,2.760312557220458984e-01,4.204759839922188845e-03
2.760635018348693293e-01,2.763484716415405273e-01,2.751547098159790039e-01,2.737815380096436102e-01,5.611692089587449160e-03
2.739404141902924139e-01,2.753945589065551758e-01,2.749478220939636230e-01,2.759296298027038019e-01,4.368340130895376205e-03
2.700966000556945246e-01,2.721858918666840155e-01,2.709324955940246582e-01,2.730413079261779785e-01,5.820950027555226412e-03
2.724319100379943848e-01,2.720269262790679932e-01,2.703501582145690363e-01,2.712705731391906738e-01,8.400416001677514857e-03
2.761161625385284424e-01,2.773457765579224188e-01,2.768662571907042902e-01,2.773810625076293945e-01,4.026116337627173337e-03
2.760146260261535645e-01,2.764207422733306885e-01,2.765814661979674738e-01,2.776423096656799316e-01,8.273846469819545746e-04
2.733021974563598633e-01,2.745302617549896240e-01,2.746450901031494141e-01,2.752039134502410889e-01,3.847147803753613992e-03
2.758550643920898438e-01,2.764930129051208496e-01,2.736113667488098145e-01,2.734912633895874023e-01,9.472222998738288879e-03
2.693423330783843994e-01,2.692735493183135431e-01,2.683700919151305597e-01,2.682226002216339666e-01,1.152789592742919922e-02
2.716776430606842041e-01,2.722726464271545410e-01,2.720389962196350098e-01,2.708641886711121161e-01,5.995258223265409470e-03
2.680224180221558172e-01,2.714343369007110041e-01,2.688059806823730469e-01,2.709512710571289062e-01,8.795361965894700831e-03
2.689797282218933105e-01,2.689338922500610352e-01,2.658076286315917414e-01,2.648117542266845148e-01,6.087695714086295042e-03
2.691392600536345880e-01,2.702347040176392712e-01,2.700006961822509766e-01,2.691805362701416016e-01,4.543516319245100021e-03
2.695164084434509277e-01,2.712320089340209406e-01,2.699716091156005859e-01,2.694708108901976984e-01,2.057114802300930023e-02
2.717708945274352472e-01,2.708851099014282227e-01,2.697969079017639160e-01,2.704578042030334473e-01,6.328109186142683029e-03
2.707928419113159180e-01,2.698300182819366455e-01,2.687423825263977051e-01,2.681500017642974298e-01,6.116901058703660965e-03
2.655275464057922363e-01,2.704225778579711914e-01,2.656912207603454590e-01,2.689918279647827148e-01,9.057339280843734741e-03
2.609584927558898371e-01,2.627121806144713800e-01,2.612651586532592773e-01,2.623733580112456720e-01,2.619292121380567551e-03
2.589834928512573242e-01,2.607330679893494207e-01,2.585425972938537598e-01,2.607042491436005194e-01,4.836704116314649582e-03
2.635693848133087713e-01,2.653639018535614014e-01,2.633471488952637274e-01,2.627507150173187256e-01,6.415127310901880264e-03
2.624801993370056707e-01,2.641787528991699219e-01,2.630341053009033758e-01,2.628087997436523438e-01,4.561287816613913450e-03
2.638014554977417547e-01,2.642221152782440186e-01,2.633471488952637274e-01,2.637086808681488037e-01,9.264266118407247716e-03
2.593774497509002130e-01,2.633115351200103760e-01,2.604644298553466797e-01,2.604719996452331543e-01,8.878478780388832092e-03
2.516898214817047119e-01,2.583251297473908026e-01,2.519472837448119562e-01,2.569450438022612970e-01,1.129696518182754343e-02
2.467146515846252441e-01,2.490027099847793579e-01,2.466753870248794001e-01,2.497895359992980957e-01,6.876609753817319870e-03
